TransactionID,CustomerID,Product,Category,Region,SalesAmount,Cost,Quantity,TransactionDate,Profit
815,4222,Tablet,Accessories,East,627.78,608.34,6,2023-12-25,19.43999999999994
816,2167,Laptop,Electronics,East,90.81,68.47,9,2023-04-12,22.340000000000003
817,3616,Smartphone,Accessories,East,186.49,343.6,9,2024-04-04,-157.11
818,2062,Smartphone,Electronics,East,1276.12,726.89,4,2023-05-12,549.2299999999999
819,3156,Monitor,Accessories,South,131.99,409.04,7,2024-12-24,-277.05
820,4764,Laptop,Accessories,South,908.43,1048.51,3,2023-07-21,-140.08000000000004
821,2065,Mouse,Accessories,East,316.38,1126.02,6,2023-10-14,-809.64
822,2209,Keyboard,Electronics,West,381.94,546.61,1,2023-05-27,-164.67000000000002
823,3982,Tablet,Accessories,South,446.33,652.46,5,2023-10-21,-206.13000000000005
824,3445,Mouse,Electronics,South,105.52,768.05,6,2023-02-02,-662.53
825,4294,Keyboard,Accessories,East,306.99,807.51,5,2023-01-18,-500.52
826,1633,Smartphone,Electronics,West,993.22,104.01,7,2024-11-02,889.21
827,2156,Mouse,Accessories,East,773.14,92.8,4,2023-04-25,680.34
828,4234,Keyboard,Accessories,West,1206.13,1042.74,5,2023-07-27,163.3900000000001
829,2238,Smartphone,Electronics,West,138.8,287.25,4,2023-06-10,-148.45
830,1732,Smartphone,Electronics,North,1338.9,713.4,9,2023-10-17,625.5000000000001
831,1234,Smartphone,Accessories,South,1494.78,760.87,2,2023-11-15,733.91
832,4914,Smartphone,Accessories,East,72.82,222.42,1,2024-04-06,-149.6
833,3705,Smartphone,Electronics,South,1453.08,921.07,4,2024-07-12,532.0099999999999
834,1750,Monitor,Accessories,South,392.0,1043.16,6,2023-02-21,-651.1600000000001
835,3635,Mouse,Accessories,West,1054.19,363.89,8,2023-02-21,690.3000000000001
836,4080,Keyboard,Electronics,South,474.1,1057.07,4,2023-06-20,-582.9699999999999
837,4145,Monitor,Electronics,North,806.63,124.81,1,2024-09-09,681.8199999999999
838,1953,Monitor,Electronics,East,790.11,966.54,9,2024-09-01,-176.42999999999995
839,3539,Laptop,Accessories,South,573.6,778.93,3,2024-03-20,-205.32999999999993
840,3960,Laptop,Accessories,East,1090.44,712.24,6,2024-12-21,378.20000000000005
841,4324,Laptop,Accessories,South,919.47,299.26,8,2023-05-11,620.21
842,4301,Tablet,Electronics,East,787.0,453.35,5,2023-08-11,333.65
843,2542,Laptop,Accessories,East,1475.12,1095.06,7,2023-11-11,380.05999999999995
844,2197,Keyboard,Electronics,East,1413.01,574.92,9,2024-09-30,838.09
845,2676,Monitor,Electronics,South,1435.38,725.42,1,2023-05-06,709.9600000000002
846,2191,Keyboard,Accessories,North,1327.92,1124.95,8,2024-05-26,202.97000000000003
847,3217,Mouse,Electronics,East,419.98,575.79,2,2023-05-10,-155.80999999999995
848,2416,Laptop,Accessories,West,557.47,484.28,1,2024-12-08,73.19000000000005
849,3993,Tablet,Electronics,West,385.03,1075.05,4,2023-02-13,-690.02
850,3842,Mouse,Electronics,West,1479.96,1095.74,6,2024-01-19,384.22
851,3681,Tablet,Electronics,North,271.36,444.93,8,2023-07-07,-173.57
852,2217,Mouse,Accessories,East,581.44,722.63,1,2023-09-01,-141.18999999999994
853,2540,Monitor,Electronics,North,338.61,1157.56,1,2024-08-25,-818.9499999999999
854,3076,Keyboard,Accessories,East,374.01,94.9,2,2024-06-10,279.11
855,4236,Smartphone,Electronics,North,408.28,76.57,9,2024-11-24,331.71
856,2445,Keyboard,Electronics,East,977.52,634.4,4,2023-11-15,343.12
857,3386,Laptop,Electronics,West,160.27,370.75,7,2024-07-27,-210.48
858,4719,Smartphone,Accessories,East,880.17,710.76,3,2024-08-12,169.40999999999997
859,2519,Tablet,Accessories,North,1237.97,877.43,1,2023-10-01,360.5400000000001
860,2388,Monitor,Accessories,East,1161.46,110.82,1,2023-03-12,1050.64
861,2856,Monitor,Accessories,South,269.2,1062.37,9,2023-01-24,-793.1699999999998
862,2365,Tablet,Accessories,East,1376.36,353.96,4,2023-10-21,1022.3999999999999
863,1499,Laptop,Electronics,West,1166.63,476.18,3,2023-05-14,690.45
864,2680,Tablet,Electronics,East,57.69,424.33,5,2024-02-08,-366.64
865,1510,Mouse,Accessories,South,1119.19,1012.61,1,2024-04-28,106.58000000000004
866,4398,Laptop,Accessories,South,1119.26,229.66,3,2023-07-21,889.6
867,1216,Smartphone,Accessories,South,770.38,63.55,4,2024-06-17,706.83
868,2324,Tablet,Accessories,North,116.67,1167.01,6,2023-06-10,-1050.34
869,2155,Laptop,Electronics,South,890.86,1177.34,9,2024-12-27,-286.4799999999999
870,2827,Smartphone,Accessories,North,1160.33,331.5,3,2023-02-15,828.8299999999999
871,4141,Tablet,Accessories,South,442.77,40.94,4,2024-05-12,401.83
872,4323,Monitor,Accessories,North,1017.25,785.72,5,2024-03-13,231.52999999999997
873,4486,Tablet,Accessories,South,563.19,788.7,8,2023-04-15,-225.51
874,2810,Keyboard,Electronics,South,882.09,1130.22,9,2024-11-12,-248.13
875,3492,Tablet,Electronics,East,607.62,379.21,3,2023-03-26,228.41000000000003
876,3923,Keyboard,Accessories,South,490.45,251.72,3,2023-03-18,238.73
877,2205,Smartphone,Electronics,East,1291.08,751.17,7,2024-07-07,539.91
878,3214,Tablet,Electronics,South,1143.07,689.5,9,2024-06-08,453.56999999999994
879,1090,Smartphone,Accessories,South,550.9,869.75,1,2023-10-18,-318.85
880,1713,Smartphone,Accessories,East,680.22,1065.6,1,2023-12-05,-385.3799999999999
881,2881,Laptop,Electronics,East,1052.97,684.9,2,2024-06-04,368.07000000000005
882,4602,Smartphone,Electronics,North,1226.06,205.59,6,2023-01-13,1020.4699999999999
883,1038,Smartphone,Electronics,West,1042.29,729.81,3,2024-06-17,312.48
884,4197,Tablet,Electronics,East,834.35,467.7,8,2024-07-05,366.65000000000003
885,4522,Tablet,Electronics,North,1433.86,559.7,5,2024-01-08,874.1599999999999
886,1172,Monitor,Accessories,South,1172.51,1152.6,3,2024-04-20,19.910000000000082
887,1652,Laptop,Electronics,East,217.61,679.29,8,2023-05-07,-461.67999999999995
888,1753,Smartphone,Electronics,East,859.3,205.09,8,2024-11-11,654.2099999999999
889,2243,Laptop,Electronics,South,643.86,548.5,2,2023-08-11,95.36000000000001
890,4709,Keyboard,Electronics,South,1202.66,297.26,5,2024-09-24,905.4000000000001
891,2081,Smartphone,Electronics,South,114.76,188.51,3,2023-08-10,-73.74999999999999
892,2683,Laptop,Electronics,South,645.55,863.31,7,2024-08-13,-217.76
893,3523,Monitor,Electronics,West,511.5,765.43,2,2024-02-01,-253.92999999999995
894,1455,Monitor,Electronics,East,254.72,612.41,9,2023-04-09,-357.68999999999994
895,1828,Smartphone,Accessories,South,599.27,525.19,2,2024-04-27,74.07999999999993
896,1894,Keyboard,Accessories,South,1025.56,406.99,2,2024-02-08,618.5699999999999
897,2384,Monitor,Electronics,West,574.43,132.97,6,2023-08-23,441.4599999999999
898,2958,Monitor,Accessories,East,891.01,380.15,3,2023-07-05,510.86
899,4072,Keyboard,Accessories,North,909.58,1010.92,3,2023-10-06,-101.33999999999992
900,3434,Laptop,Accessories,East,901.31,946.9,2,2024-11-23,-45.59000000000003
901,2996,Monitor,Accessories,North,817.82,1167.61,5,2024-01-11,-349.78999999999985
902,3395,Tablet,Accessories,West,219.63,797.6,5,2024-02-07,-577.97
903,1189,Mouse,Accessories,South,366.76,677.76,7,2023-08-24,-311.0
904,1504,Mouse,Electronics,West,1210.1,376.37,8,2024-10-19,833.7299999999999
905,2214,Monitor,Electronics,East,778.43,119.93,8,2023-03-09,658.5
906,2531,Laptop,Accessories,South,1073.81,753.08,3,2023-06-25,320.7299999999999
907,4440,Laptop,Electronics,East,876.37,601.15,6,2024-06-15,275.22
908,4480,Smartphone,Accessories,North,106.1,918.12,5,2024-08-06,-812.02
909,1823,Tablet,Electronics,East,1204.51,511.87,4,2024-03-28,692.64
910,1928,Laptop,Electronics,West,143.27,1183.1,6,2024-09-08,-1039.83
911,1933,Keyboard,Electronics,West,1417.6,495.21,4,2024-06-02,922.3899999999999
912,2140,Tablet,Accessories,West,362.3,419.69,8,2023-02-22,-57.389999999999986
913,1133,Mouse,Electronics,South,792.99,1049.05,9,2023-11-25,-256.05999999999995
914,3105,Tablet,Electronics,East,142.2,492.74,1,2023-09-24,-350.54
915,4627,Keyboard,Accessories,South,1347.65,1048.95,1,2024-12-16,298.70000000000005
916,1684,Monitor,Accessories,East,1470.91,62.0,4,2024-01-27,1408.91
917,3719,Keyboard,Electronics,North,262.12,840.33,6,2023-02-01,-578.21
918,3220,Keyboard,Accessories,East,478.89,114.07,8,2023-07-10,364.82
919,2852,Monitor,Electronics,East,73.02,203.43,1,2024-11-25,-130.41000000000003
920,1814,Monitor,Electronics,East,1191.1,849.09,3,2023-07-06,342.0099999999999
921,2172,Monitor,Accessories,East,501.62,368.98,4,2024-02-05,132.64
922,1079,Monitor,Accessories,North,903.81,276.21,2,2023-06-03,627.5999999999999
923,3933,Monitor,Electronics,South,106.87,967.79,9,2023-02-20,-860.92
924,4284,Keyboard,Accessories,West,1087.42,1137.11,3,2023-10-16,-49.68999999999983
925,1202,Smartphone,Electronics,East,817.64,301.89,4,2024-06-21,515.75
926,3811,Smartphone,Accessories,West,1101.22,401.12,4,2023-10-05,700.1
927,2252,Laptop,Accessories,West,1194.87,865.47,1,2024-03-26,329.39999999999986
928,2699,Smartphone,Accessories,West,179.4,983.89,5,2023-11-30,-804.49
929,2250,Mouse,Accessories,West,888.23,1199.02,5,2023-07-29,-310.78999999999996
930,2682,Smartphone,Accessories,East,992.42,349.84,2,2024-05-25,642.5799999999999
931,2555,Keyboard,Electronics,West,799.24,681.24,1,2024-05-20,118.0
932,4512,Monitor,Electronics,East,314.49,186.8,5,2024-04-26,127.69
933,4473,Monitor,Electronics,North,1203.62,417.08,5,2023-12-26,786.54
934,3094,Keyboard,Accessories,South,1496.31,82.61,7,2024-12-03,1413.7
935,2256,Mouse,Electronics,South,1455.44,276.68,2,2023-05-25,1178.76
936,4376,Smartphone,Electronics,East,1177.42,622.66,8,2024-07-06,554.7600000000001
937,2549,Keyboard,Accessories,East,656.26,221.6,5,2023-03-17,434.65999999999997
938,2166,Laptop,Accessories,South,539.09,1070.58,5,2024-11-03,-531.4899999999999
939,4486,Monitor,Accessories,West,149.39,861.06,9,2023-10-15,-711.67
940,4584,Tablet,Electronics,East,653.62,62.45,2,2023-05-29,591.17
941,2396,Laptop,Electronics,West,276.27,1055.74,2,2024-03-12,-779.47
942,4637,Mouse,Accessories,East,418.79,1173.47,5,2024-12-04,-754.6800000000001
943,4957,Laptop,Electronics,East,1343.24,617.18,1,2023-11-30,726.0600000000001
944,4330,Keyboard,Electronics,North,1454.36,398.09,5,2023-03-07,1056.27
945,3703,Smartphone,Accessories,North,1425.41,338.25,5,2023-06-26,1087.16
946,1470,Monitor,Electronics,South,330.37,132.28,8,2023-11-23,198.09
947,4018,Mouse,Accessories,North,1356.3,605.18,6,2024-06-26,751.12
948,2035,Mouse,Electronics,North,255.18,88.66,6,2023-07-18,166.52
949,2353,Tablet,Accessories,South,786.11,619.49,5,2024-02-24,166.62
950,3783,Laptop,Electronics,West,983.31,325.48,5,2023-03-15,657.8299999999999
951,3831,Tablet,Electronics,North,720.58,587.43,8,2024-02-27,133.1500000000001
952,1967,Smartphone,Accessories,West,1430.16,519.51,1,2023-04-21,910.6500000000001
953,1357,Smartphone,Accessories,South,533.16,386.98,9,2023-04-04,146.17999999999995
954,4019,Tablet,Accessories,East,814.7,554.91,6,2023-12-26,259.7900000000001
955,4479,Monitor,Accessories,West,159.4,584.62,9,2023-06-18,-425.22
956,1667,Smartphone,Electronics,South,1285.73,1005.42,2,2023-10-24,280.31000000000006
957,1372,Tablet,Accessories,West,649.38,808.97,3,2023-09-18,-159.59000000000003
958,2031,Laptop,Accessories,South,1065.77,536.79,1,2024-12-25,528.98
959,2145,Tablet,Accessories,South,1039.26,1089.13,5,2023-11-14,-49.87000000000012
960,2371,Tablet,Accessories,East,1030.58,914.22,2,2023-09-29,116.3599999999999
961,3723,Keyboard,Accessories,West,785.06,118.59,1,2023-07-27,666.4699999999999
962,1089,Smartphone,Electronics,East,452.4,209.88,9,2023-12-10,242.51999999999998
963,4719,Monitor,Accessories,East,956.39,125.55,9,2024-02-07,830.84
964,3745,Monitor,Accessories,West,1444.6,403.07,6,2023-03-24,1041.53
965,4387,Keyboard,Accessories,West,1259.23,539.71,8,2023-08-28,719.52
966,4249,Mouse,Electronics,South,207.71,619.97,9,2024-09-26,-412.26
967,1539,Monitor,Electronics,West,83.62,1026.15,5,2024-11-07,-942.5300000000001
968,3779,Tablet,Electronics,South,773.51,51.01,2,2024-07-29,722.5
969,1868,Keyboard,Accessories,South,1174.95,531.1,4,2024-03-18,643.85
970,1040,Laptop,Accessories,South,505.16,510.87,3,2024-08-31,-5.7099999999999795
971,1739,Smartphone,Electronics,South,1066.8,1138.55,7,2023-03-10,-71.75
972,4775,Smartphone,Electronics,South,1401.29,312.01,8,2024-12-13,1089.28
973,2946,Smartphone,Accessories,South,715.53,173.21,5,2024-04-13,542.3199999999999
974,3549,Tablet,Accessories,West,404.03,196.44,2,2024-10-08,207.58999999999997
975,4006,Laptop,Accessories,West,1380.75,638.57,9,2023-12-07,742.18
976,4216,Keyboard,Electronics,North,734.78,487.36,1,2024-04-05,247.41999999999996
977,2224,Keyboard,Accessories,West,641.37,912.35,5,2024-03-09,-270.98
978,1928,Smartphone,Accessories,East,562.37,408.12,3,2023-12-07,154.25
979,3036,Laptop,Electronics,North,663.37,179.72,8,2024-04-02,483.65
980,4795,Laptop,Electronics,West,1026.8,482.64,8,2024-04-16,544.16
981,3508,Laptop,Electronics,East,678.89,1063.15,1,2023-04-01,-384.2600000000001
982,3779,Monitor,Accessories,West,520.12,504.47,4,2023-10-16,15.649999999999977
983,3799,Monitor,Electronics,South,1128.27,1005.34,8,2023-09-30,122.92999999999995
984,1924,Smartphone,Electronics,North,344.31,464.69,9,2024-06-16,-120.38
985,3956,Laptop,Accessories,South,342.8,359.22,9,2024-05-28,-16.420000000000016
986,2581,Mouse,Accessories,North,1059.83,936.59,2,2024-08-13,123.2399999999999
987,4618,Laptop,Electronics,North,1306.72,274.8,9,2024-07-09,1031.92
988,4324,Keyboard,Accessories,South,399.76,301.24,8,2024-12-06,98.51999999999998
989,1389,Keyboard,Electronics,North,327.13,88.28,9,2024-08-05,238.85
990,2617,Smartphone,Accessories,North,1021.94,249.78,9,2024-07-01,772.1600000000001
991,3930,Mouse,Accessories,West,950.16,473.21,3,2024-07-11,476.95
992,1255,Laptop,Electronics,East,698.52,497.5,5,2023-08-12,201.01999999999998
993,1708,Mouse,Electronics,South,189.0,522.13,3,2024-08-01,-333.13
994,2838,Smartphone,Electronics,West,183.09,591.24,6,2024-05-12,-408.15
995,2944,Keyboard,Accessories,West,1177.15,699.14,5,2024-09-22,478.0100000000001
996,3497,Keyboard,Electronics,South,705.07,251.63,2,2024-07-10,453.44000000000005
997,1009,Monitor,Accessories,North,1294.05,748.31,3,2023-01-25,545.74
998,3871,Smartphone,Accessories,South,883.36,423.77,7,2024-11-07,459.59000000000003
999,1797,Smartphone,Electronics,East,947.17,888.79,5,2023-06-13,58.379999999999995
1000,4313,Laptop,Accessories,East,1404.58,681.93,3,2023-10-18,722.65
1001,4322,Laptop,Accessories,South,288.69,678.49,4,2023-02-14,-389.8
1002,1876,Monitor,Electronics,West,837.39,832.02,6,2024-01-03,5.3700000000000045
1003,2028,Tablet,Accessories,South,134.3,419.63,8,2023-07-30,-285.33
1004,4190,Mouse,Accessories,East,570.44,532.2,7,2023-05-26,38.24000000000001
1005,2015,Tablet,Electronics,South,264.74,711.99,3,2023-12-16,-447.25
1006,2824,Tablet,Electronics,North,322.36,523.22,2,2024-02-10,-200.86
1007,1373,Smartphone,Accessories,South,1405.45,549.78,3,2023-01-10,855.6700000000001
1008,4136,Mouse,Accessories,West,935.49,348.81,5,2024-06-03,586.6800000000001
1009,3193,Smartphone,Accessories,North,1343.63,366.24,7,2023-02-03,977.3900000000001
1010,1223,Mouse,Accessories,East,693.1,847.78,8,2023-08-22,-154.67999999999995
1011,2262,Keyboard,Electronics,South,916.58,35.01,6,2023-06-30,881.57
1012,3224,Smartphone,Accessories,West,96.54,141.49,2,2024-06-07,-44.95
1013,2802,Smartphone,Accessories,West,730.78,1140.11,2,2024-12-04,-409.3299999999999
1014,1852,Smartphone,Accessories,East,867.88,248.81,5,2024-01-21,619.0699999999999
1015,4353,Monitor,Accessories,South,74.33,519.2,5,2023-09-30,-444.87000000000006
1016,1062,Smartphone,Electronics,West,1194.76,1024.13,1,2023-11-23,170.62999999999988
1017,2240,Laptop,Accessories,North,478.36,30.12,1,2023-12-01,448.24
1018,4925,Laptop,Electronics,South,706.11,1112.46,9,2024-05-28,-406.35
1019,3874,Mouse,Electronics,East,826.66,92.58,7,2023-01-27,734.0799999999999
1020,3842,Keyboard,Electronics,North,1488.69,229.92,8,2024-10-26,1258.77
1021,1688,Monitor,Electronics,South,193.82,64.05,5,2023-05-20,129.76999999999998
1022,2484,Mouse,Electronics,West,855.16,637.84,3,2024-12-05,217.31999999999994
1023,2633,Laptop,Accessories,East,819.36,1133.42,3,2023-04-05,-314.06000000000006
1024,3152,Monitor,Electronics,East,149.92,1011.67,3,2023-06-17,-861.75
1025,4170,Monitor,Electronics,South,969.21,778.51,1,2024-05-31,190.70000000000005
1026,1510,Keyboard,Electronics,East,465.94,247.02,3,2023-01-28,218.92
1027,1384,Monitor,Accessories,North,200.46,1047.43,2,2024-08-06,-846.97
1028,1404,Smartphone,Electronics,South,309.03,913.09,8,2023-11-04,-604.0600000000001
1029,3870,Monitor,Accessories,North,1244.22,342.21,6,2024-02-02,902.01
1030,1517,Keyboard,Electronics,East,200.98,971.95,5,2023-05-14,-770.97
1031,1475,Mouse,Electronics,East,727.04,1056.27,1,2023-10-20,-329.23
1032,3000,Keyboard,Accessories,East,333.15,846.92,2,2024-12-04,-513.77
1033,3756,Keyboard,Accessories,North,285.36,147.45,2,2024-05-09,137.91000000000003
1034,4934,Laptop,Accessories,East,348.28,1181.57,7,2023-12-21,-833.29
1035,2668,Smartphone,Electronics,South,764.54,118.92,7,2024-06-30,645.62
1036,2893,Laptop,Accessories,West,394.79,795.73,6,2024-09-29,-400.94
1037,3818,Mouse,Accessories,South,190.26,159.31,8,2023-01-17,30.94999999999999
1038,2460,Tablet,Accessories,West,1212.03,1089.33,4,2023-04-20,122.70000000000005
1039,4094,Mouse,Accessories,East,832.74,439.47,9,2024-04-19,393.27
1040,4044,Smartphone,Accessories,South,277.44,628.46,8,2024-08-22,-351.02000000000004
1041,4636,Monitor,Electronics,North,733.57,239.15,3,2023-01-10,494.4200000000001
1042,3724,Keyboard,Accessories,West,149.13,669.48,3,2024-07-16,-520.35
1043,1713,Tablet,Electronics,North,891.62,1128.44,9,2023-04-22,-236.82000000000005
1044,4529,Smartphone,Accessories,West,543.44,1084.91,9,2024-07-17,-541.47
1045,1082,Laptop,Accessories,East,200.12,104.76,5,2023-11-16,95.36
1046,2168,Keyboard,Electronics,South,316.28,472.56,1,2023-10-16,-156.28000000000003
1047,4156,Mouse,Electronics,West,551.27,342.89,3,2024-08-31,208.38
1048,4149,Laptop,Electronics,South,1219.29,593.19,5,2024-04-10,626.0999999999999
1049,3504,Smartphone,Electronics,West,301.95,1005.46,4,2024-01-15,-703.51
1050,2901,Smartphone,Accessories,West,209.01,894.46,4,2023-06-26,-685.45
1051,3048,Mouse,Electronics,East,798.11,432.45,1,2023-12-30,365.66
1052,1050,Tablet,Accessories,West,860.11,477.72,6,2023-05-07,382.39
1053,1684,Mouse,Accessories,North,180.85,795.48,4,2023-09-20,-614.63
1054,1716,Monitor,Accessories,West,462.5,257.24,1,2024-03-21,205.26
1055,4843,Laptop,Electronics,West,431.01,150.19,6,2024-04-03,280.82
1056,2469,Tablet,Electronics,West,320.02,313.83,5,2023-09-23,6.189999999999998
1057,1448,Keyboard,Electronics,East,507.68,175.12,5,2023-10-14,332.56
1058,1880,Monitor,Accessories,South,103.81,441.82,2,2023-01-25,-338.01
1059,1487,Tablet,Electronics,South,994.75,1126.95,1,2023-07-04,-132.20000000000005
1060,2823,Laptop,Electronics,East,1483.31,170.75,7,2023-03-06,1312.56
1061,3081,Smartphone,Accessories,North,969.37,987.44,5,2024-03-02,-18.07000000000005
1062,4419,Keyboard,Electronics,North,573.56,655.54,3,2024-05-18,-81.98000000000002
1063,3142,Mouse,Accessories,East,1018.47,770.5,6,2023-05-11,247.97000000000003
1064,4143,Laptop,Electronics,South,878.7,229.0,3,2023-10-31,649.7
1065,2574,Monitor,Electronics,North,1277.8,207.11,6,2024-03-30,1070.69
1066,3201,Monitor,Electronics,East,951.72,220.41,6,2023-04-23,731.3100000000001
1067,1249,Smartphone,Electronics,South,969.41,810.46,9,2024-07-25,158.94999999999993
1068,1673,Smartphone,Electronics,North,371.41,904.91,8,2024-06-09,-533.5
1069,1437,Keyboard,Accessories,North,652.66,1106.69,1,2023-03-28,-454.0300000000001
1070,3165,Mouse,Electronics,East,549.4,495.89,7,2024-05-10,53.50999999999999
1071,1770,Keyboard,Electronics,South,66.57,570.5,9,2023-01-14,-503.93
1072,4962,Smartphone,Electronics,North,504.26,579.43,2,2024-01-28,-75.16999999999996
1073,4377,Smartphone,Electronics,East,754.79,345.78,9,2024-11-15,409.01
1074,1267,Monitor,Electronics,North,919.78,414.03,6,2024-05-28,505.75
1075,2984,Smartphone,Electronics,South,1405.12,1020.78,3,2023-06-09,384.3399999999999
1076,2077,Tablet,Electronics,West,396.71,432.15,8,2023-10-19,-35.44
1077,1235,Laptop,Accessories,North,271.02,1046.84,7,2023-08-06,-775.8199999999999
1078,1388,Smartphone,Accessories,South,1310.7,387.16,8,2024-02-25,923.54
1079,4037,Keyboard,Electronics,North,1415.68,427.66,8,2024-06-29,988.02
1080,4805,Mouse,Accessories,West,757.53,685.53,7,2024-10-22,72.0
1081,1762,Mouse,Electronics,West,217.06,150.66,1,2024-06-04,66.4
1082,2848,Mouse,Accessories,North,753.81,1108.81,8,2023-02-09,-355.0
1083,3448,Tablet,Electronics,East,208.69,989.87,5,2023-01-26,-781.1800000000001
1084,1623,Keyboard,Electronics,North,1330.62,814.49,2,2024-05-05,516.1299999999999
1085,3814,Tablet,Accessories,South,1076.82,1186.11,2,2024-02-01,-109.28999999999996
1086,4374,Smartphone,Electronics,East,399.65,48.72,2,2023-01-25,350.92999999999995
1087,3966,Laptop,Accessories,South,1335.7,510.94,9,2023-07-18,824.76
1088,4278,Mouse,Electronics,South,974.96,1034.26,5,2024-01-06,-59.299999999999955
1089,2252,Keyboard,Electronics,East,1432.23,536.63,3,2023-04-01,895.6
1090,3900,Mouse,Electronics,West,1471.7,36.13,6,2024-02-03,1435.57
1091,4981,Tablet,Electronics,South,54.76,214.57,9,2024-04-04,-159.81
1092,1577,Monitor,Accessories,North,224.31,537.86,9,2024-07-10,-313.55
1093,3122,Smartphone,Electronics,West,843.04,811.5,9,2023-08-13,31.539999999999964
1094,1434,Laptop,Accessories,West,1435.99,220.31,4,2023-03-30,1215.68
1095,3150,Smartphone,Accessories,East,1491.64,554.21,5,2023-10-23,937.4300000000001
1096,4493,Monitor,Electronics,North,872.74,44.96,1,2023-06-24,827.78
1097,4775,Laptop,Electronics,North,302.01,588.68,6,2023-12-08,-286.66999999999996
1098,1763,Monitor,Accessories,West,286.42,1078.23,2,2024-07-26,-791.81
1099,3785,Smartphone,Accessories,South,1157.59,728.22,7,2023-09-27,429.3699999999999
1100,3853,Tablet,Electronics,South,908.31,545.57,4,2024-12-12,362.7399999999999
1101,2329,Smartphone,Accessories,North,845.72,219.84,4,2023-12-10,625.88
1102,3145,Smartphone,Accessories,West,725.36,266.83,9,2024-08-10,458.53000000000003
1103,4921,Smartphone,Accessories,West,1101.45,119.52,1,2023-06-24,981.9300000000001
1104,3845,Keyboard,Electronics,West,1294.18,898.62,6,2024-04-14,395.56000000000006
1105,2358,Monitor,Accessories,East,489.29,120.25,2,2023-01-23,369.04
1106,3906,Monitor,Accessories,North,370.33,479.22,6,2024-06-21,-108.89000000000004
1107,3482,Mouse,Accessories,North,1021.79,907.32,7,2023-08-18,114.46999999999991
1108,1446,Monitor,Accessories,South,1376.36,864.0,3,2024-12-06,512.3599999999999
1109,3017,Mouse,Electronics,South,554.83,705.71,4,2023-05-10,-150.88
1110,2331,Keyboard,Electronics,North,445.05,698.43,2,2023-05-30,-253.37999999999994
1111,1248,Tablet,Accessories,North,377.87,135.68,7,2024-09-18,242.19
1112,1165,Mouse,Accessories,South,419.01,234.65,9,2023-06-15,184.35999999999999
1113,4552,Smartphone,Accessories,North,245.65,655.65,5,2023-09-06,-410.0
1114,4031,Tablet,Electronics,South,915.33,437.25,5,2024-11-12,478.08000000000004
1115,2358,Keyboard,Electronics,North,457.2,52.16,9,2024-10-29,405.03999999999996
1116,2019,Monitor,Accessories,East,941.67,963.86,8,2024-07-28,-22.190000000000055
1117,1541,Mouse,Accessories,East,170.4,794.96,1,2023-09-30,-624.5600000000001
1118,1758,Smartphone,Electronics,West,217.41,411.17,2,2023-08-31,-193.76000000000002
1119,4177,Laptop,Accessories,North,827.41,144.9,7,2024-01-03,682.51
1120,4634,Laptop,Accessories,South,791.72,721.7,3,2024-11-29,70.01999999999998
1121,3128,Tablet,Electronics,North,443.69,437.8,6,2024-09-18,5.889999999999986
1122,3180,Monitor,Electronics,North,1249.34,328.81,1,2023-09-15,920.53
1123,1796,Laptop,Electronics,West,321.22,874.12,8,2023-12-01,-552.9
1124,3947,Tablet,Electronics,South,572.96,413.94,2,2023-07-26,159.02000000000004
1125,1137,Keyboard,Electronics,North,855.49,189.18,1,2023-04-18,666.31
1126,3231,Tablet,Accessories,South,1307.46,593.53,2,2023-09-13,713.9300000000001
1127,4472,Tablet,Electronics,North,656.9,999.3,8,2024-09-12,-342.4
1128,2353,Tablet,Electronics,West,627.97,1024.1,5,2023-09-04,-396.1299999999999
1129,3832,Smartphone,Electronics,South,890.33,1023.73,9,2023-08-14,-133.39999999999998
1130,4579,Tablet,Electronics,North,509.21,522.48,3,2023-06-27,-13.270000000000039
1131,2875,Mouse,Electronics,East,1078.3,955.39,8,2023-05-23,122.90999999999997
1132,4031,Tablet,Electronics,South,410.61,1024.77,4,2023-05-26,-614.16
1133,1068,Smartphone,Accessories,West,1243.63,567.66,7,2023-03-18,675.9700000000001
1134,3593,Smartphone,Electronics,East,444.91,402.93,8,2023-02-07,41.98000000000002
1135,4845,Keyboard,Accessories,South,1489.42,851.3,3,2024-01-27,638.1200000000001
1136,3100,Monitor,Accessories,South,508.87,1088.23,3,2024-08-14,-579.36
1137,2473,Laptop,Electronics,South,1324.3,1167.42,1,2024-10-21,156.87999999999988
1138,1204,Laptop,Electronics,South,626.17,369.56,8,2024-03-19,256.60999999999996
1139,3173,Tablet,Accessories,North,406.78,1148.72,2,2023-05-01,-741.94
1140,4818,Keyboard,Accessories,North,377.94,614.16,7,2023-12-03,-236.21999999999997
1141,1042,Tablet,Accessories,South,1282.78,388.06,7,2024-10-27,894.72
1142,4823,Laptop,Electronics,West,497.69,1186.43,7,2024-11-14,-688.74
1143,2906,Smartphone,Accessories,North,540.92,1057.04,4,2023-05-15,-516.12
1144,3158,Monitor,Electronics,South,335.64,840.13,7,2023-08-24,-504.49
1145,1760,Keyboard,Electronics,South,1443.92,1077.08,8,2023-02-04,366.84000000000015
1146,4734,Smartphone,Accessories,West,404.88,827.34,9,2023-01-12,-422.46000000000004
1147,4254,Monitor,Electronics,West,408.79,545.27,7,2024-01-12,-136.47999999999996
